title,adult,genre,id,language,plot,release_date,imdb_score,imdb_id,cast,directors,movie_duration
Baghavat,False,"Drama, History",304156,hi,"The region under Maharaj Singh's control is under-going drought and famine-like conditions, and the Maharaj orders that the treasury be made open so that his public does not suffer. His orders are not followed by his Senapati, Dhurjan Singh, and Mahamantri. When Singh finds out and confronts them, they kill him. They send their men after the Maharani and the Rajkumar, Amar Singh, however, Sher Khan helps them to escape. They hide Amar in Bhagwan Shri Ganesh's temple, and a poor gypsy couple find and adopt him. In the meantime Sher Khan and a devastated Maharani start organizing a rebellion amongst the people.",1982-08-27,0.0,tt0268166,"['Dharmendra', 'Hema Malini', 'Reena Roy']",['Ramanand Sagar'],
Raj Mahal,False,"Action, Drama",304347,hi,"This is a story about Rajmahal and the people related to it. Durjan Singh murdered the king and proclaimed himself the king of Raj Mahal. The King has two sons. Durjan Singh tries to finish off the King's family but they manage to escape, and get separated from each other. The elder son Vikram is raised by the tribal people whose leader is Baadshah Khan. The younger son becomes a dacoit. Durjan singh made the people suffer a lot. One day these two brothers meet in a competition declared by Durjan Singh, in which they are opponents. Unaware about the fact that they are brothers, they fight with each other. A few days later they both go on a treasure hunt and happen to fight with each other. During the fight, Vikram's shirt gets torn and the Rajnishani on his hand is recognised by his mother the Rajmata. They both come to know that they are brothers and they plan to take revenge against Durjan Singh.",1982-09-01,6.0,tt0232508,"['Vinod Khanna', 'Neetu Singh', 'Govardhan Asrani']",['K. Parvez'],
Sun Sajna,False,"Drama, Family, Romance",911788,hi,"Basanti falls in love with Raj, a famous singer, but doesn't express her feelings to him. Problems arise when Gopi, Basanti's childhood friend tries to create misunderstandings between her and Raj.",1982-09-03,0.0,tt0430647,"['Mithun Chakraborty', 'Ranjeeta Kaur', 'Iftekhar']",['Chander H. Bahl'],2h 18m
Vidhaata,False,"Action, Drama, Family",218788,hi,"When a Police inspector is killed by a band of thugs, his grieving father Samsher Singh seeks justice. Pratap Singh has left behind a pregnant widow, who dies in chidbirth, leaving Samsher to bring up the child Kunal. The transformation of Samsher Singh (a locomotive engine driver) into Sobhraj, multi millionaire and owner of a vast network of business. Kunal is brought up by Abu Baba, a servant of Sobhraj to be honest, upright, and very independent minded. Durga, the daughter of a former employee of Sobhraj, who is serving time and Kunal fall in love. This not acceptable to his grandfather, though Abu Baba approves of the relationship. Disaster strikes when an attempt is made to separate the lovers. The life of Samsher Singh alias Sobhraj begins to unravel from here. How Kunal's ethical upbringing by his foster-father, and his financial and business circumstances of his grandfather meet in a titanic conscience clash and how he resolves matters is at the nexus of the plot.",1982-09-03,7.1,tt0084866,"['Tom Alter', 'Harbans Darshan M. Arora', 'Birbal']",['Subhash Ghai'],2h 48m
Shakti,False,"Action, Crime, Drama",159487,hi,A policeman's son becomes a criminal after a childhood incident creates a rift between them.,1982-09-22,7.412,tt0084667,"['Javed Akhtar', 'Salim Khan']",['Ramesh Sippy'],2h 46m
Nikaah,False,"Drama, Romance, Family",108343,hi,"Nikaah is a 1982 Hindi film produced and directed by B. R. Chopra. The film stars Raj Babbar, Deepak Parashar and Salma Agha in her Hindi movie debut role. The film also had Asrani, Iftekhar and Gufi Paintal in support roles. The films music is by Ravi. The original name of the movie was Talaq Talaq Talaq, but was renamed Nikaah on the insistence of Islamic clerics.",1982-09-24,5.0,tt0158827,"['Ram Kumar', 'Achala Nagar', 'Rahi Masoom Reza']",['B.R. Chopra'],
Ayaash,False,Romance,734378,hi,"While most of his countrymen are busy protesting the British rule, Thakur Jaswant Singh chooses to live a carefree life. He hires a personal photographer who soon becomes the reason for his downfall.",1982-10-15,0.0,tt0268162,"['Sanjeev Kumar', 'Rati Agnihotri', 'Arun Govil']",['Shakti Samanta'],2h 11m
Deedar-E-Yaar,False,"Drama, Romance",276231,hi,"Childhood pals Javed (Rishi Kapoor) and Akhtar (Jeetendra) will do anything for each other, but their loyalties are tested when they fall in love with the same woman. For Javed, it's love at first sight when he meets the beautiful Firdaus. But when her father insists she marry the wealthy Akhtar instead, the loyal young man agrees -- but only to help out Javed by quickly divorcing her. Now that he's seen her, though, that may prove difficult.",1982-10-22,7.5,tt0266456,"['Rahul Rawail', 'Ruhi Rawail']",['Harnam Singh Rawail'],
Star,False,"Drama, Family",125225,hi,"Dev Kumar Verma comes from a middle-class family and must find employment to support his dad and mom. Dev, however, has set his mind upon becoming a music sensation like Elvis Presley. He loses his job because of this, and refuses to work until and unless he gets a job to his liking, much to the dismay of his parents and his brother, Shiv Kumar. Dev does get employment at Charlie's Disco, where he meets with Maya and falls in love with her.  When Charlie's Disco's competitor, Rana, finds out about Dev, he wants to hire Dev, but Dev decides to continue to work with Charlie's Disco, as a result Dev and Charlie get a beating by Rana's men, and Dev is unable to sing. After recuperating, Dev is devastated to find out that Maya and Shiv Kumar are in love with each other. What impact will this have on Dev and his brother on one hand, and what of his career in music?",1982-10-22,5.856,tt0249986,"['Kumar Gaurav', 'Rati Agnihotri', 'Raj Kiran']",['Vinod Pande'],
Yeh to Kamaal Ho Gaya,False,"Action, Comedy, Drama",304682,hi,"Saxena, a corrupt lawyer, frames Shankar's son of murder and has him put in juvenile jail. A vengeful Shankar kidnaps one of Saxena's twin boys and raises him as a thief to exact revenge.",1982-10-29,6.0,tt0260580,"['Kamal Haasan', 'Poonam Dhillon', 'Ranjeet Bedi']",['Rama Rao Tatineni'],2h 16m
Yeh Nazdeekiyan,False,"Drama, Romance",142259,hi,"Sunil Verma is the head of an advertising agency, and lives with a middle-class life with his wife, Shobna. Although Sunil gets to meet many beautiful women during the course of his employment, he has never really had an affair with anyone, and kept his relationship on a professional level. That is until he meets ravishing Kiran. Sunil has an affair with Kiran, and eventually divorces Shobna. It is said that the lives of models and actresses are quite shallow and superficial, but Sunil feels that with Kiran it is different. But when one is exposed to attractive people, both male and female, will Kiran feel the same about him after a few months' relationship?",1982-11-09,9.5,tt0250121,"['Marc Zuber', 'Shabana Azmi', 'Parveen Babi']",['Vinod Pande'],
Samraat,False,"Adventure, Romance",379542,hi,"A tale of smuggling and corruption within a cargo shipping company, as a woman tries to prove her father's innocence.",1982-11-12,8.3,tt0265690,"['Dharmendra', 'Jeetendra', 'Hema Malini']",['Mohan Segal'],
Vijeta,False,Drama,238134,hi,"Vijeta (The Victor) is the coming of age story of Angad (Kunal Kapoor). Confused like any other teenager trying to find himself and caught in between the marital problems of his mother Neelima (Rekha) and father Nihal (Shashi Kapoor). It is time for him to decide what he wants to do with his life. To select a profession and be someone, Angad chooses to become a fighter pilot with the Indian Air Force. What follows is his struggle to become a victor both with his self and the outer world.",1982-11-18,9.8,tt0153545,"['Dilip Chitre', 'Satyadev Dubey']",['Govind Nihalani'],2h 31m
Swami Dada,False,"Action, Drama",304652,hi,"Hari Mohan is a saintly person who organizes Hindu prayers and discourses in a warm and welcoming atmosphere. He is called ""Swami Dada"" by everyone. He has many followers, and devotees who throng in large numbers to hear his sermons. What they do not know that Hari Mohan is a professional thief, and is now conspiring with a young woman, and a group of orphaned children to steal the temple jewellery.",1982-12-03,6.0,tt0084744,['Somnath Rangroo'],"['Dev Anand', 'T.K. Desai']",2h 31m
Arth,False,"Drama, Romance",96156,hi,The semi-autobiographical film was written by Mahesh Bhatt about his extramarital relationship with actress Parveen Babi.,1982-12-03,7.1,tt0083578,"['Mahesh Bhatt', 'Sujit Sen']",['Mahesh Bhatt'],2h 18m
Disco Dancer,False,Drama,19887,hi,"Anil, a street singer, is humiliated and driven out of Bombay along with his mother. However, he soon becomes a famous performer but the enemies from his past try to destroy his hard-earned career.",1982-12-10,5.6,tt0208903,"['Rahi Masoom Reza', 'Deepak Balraj Vij']",['Babbar Subhash'],2h 15m
Unique Relation,False,Drama,862026,hi,"A woman takes care of a young boy as her own son, and the challenges that follow.",1982-12-14,0.0,tt0233226,"['Asad Bhopali', 'Sarat Chandra Chattopadhyay', 'Bharat Dave']",['Mehul Kumar'],2h 14m
Raaste Pyar Ke,False,"Romance, Drama",992309,hi,"A love triangle, the film is a remake of the Telugu blockbuster movie Dasara Bullodu (1971), made by the same company and director. Mohan Lal Srivatsav loves Gauri and so does Shyama. The rivals in love are close friends, their friendship proves to be stronger than their love. When Gauri learns that Shyama loves Mohan, she decides to sacrifice her love, her dream, her life for her friend's happiness.",1982-12-19,1.0,tt0359867,"['Jeetendra', 'Rekha', 'Shabana Azmi']",['Rajendra Prasad V.B.'],
Bezubaan,False,Romance,603527,hi,"A young woman must try to keep a one-night stand that she had in college a secret from her husband who happens to be one of his best friends, and thowart a persistant blackmailer intent on collecting money from her to keep quite about it.",1982-12-24,0.0,tt0082071,"['Bhushan Banmali', 'Ved Rahi']","['Bapu', 'Shubham Kumar Singh']",2h 17m
Kaamchor,False,"Drama, Family",306417,hi,"Suraj has been a slacker all his adult life. He hates any kind of work - rather it's paying or volunteer. One day he gate-crashes a wedding ceremony and finds out that the groom is to live with his In-laws. To his delight, he finds out that the bride has an unmarried sister. And so Suraj starts to woo the unmarried sister, Geeta. Slowly Geeta falls in love with Suraj, and with the approval of her wealthy dad, Rai Bahadur Chunilal Sanghvi, both get married. Suraj now looks forward to an easy life at his In-laws, but that is not to be so, for Geeta wants to move out. Suraj goes along with Geeta, but then starts showing his true colors, and openly demands a share in his wealthy father-in-law's estate, even if it means taking the family to court.",1982-12-24,6.0,tt0248125,"['Rakesh Roshan', 'Jaya Prada', 'Tanuja Samarth']",['K. Viswanath'],
Shubh Kaamna,False,"Comedy, Drama",633223,hi,"Ratan arranges Sujata's marriage with Mr. Mehra due to her father's financial constraints. However, his meddling may backfire, raising questions about the desires of Sujata and Mr. Mehra.",1983-01-01,0.0,tt0417131,"['Rati Agnihotri', 'Renuka', 'Girish']",['K. Viswanath'],
Rishta Kagaz Ka,False,"Drama, Music",619096,hi,It takes a debilitating disease like cancer to reunite brother (Raj Babbar) and sister (Nutan).,1983-01-01,5.0,tt0816627,"['Nutan', 'Raj Babbar', 'Rati Agnihotri']",['Ajay Goel'],2h 30m
Siskiyan,False,Thriller,534914,hi,Film starring Master Bhagwan and Narendra Chanchal.,1983-01-01,0.0,tt2739262,"['Narendra Chanchal', 'Danny Denzongpa', 'Sonika Gill']","['Sher Jeng Singh', 'Sher Jung Singh']",
Bandhan Kuchchey Dhaagon Ka,False,Romance,347949,hi,"Prem Kapoor is a businessman who lives in a small town with his wife, Bhavna, who is a Judge, and two children, Sunil and Babli. One Sunday, he gets a visitor by the name of Prakash Dutt, who has brought a letter from a woman named Sneh who lives in Bombay, has known Prem for the last seven years, and wants to urgently meet with him. Prem departs for Bombay, meets with Sneh and finds out that he is the father of a seven year old boy, Bittu, who is Sneh's son, as a result of intimacy shared between them over seven years ago. Sneh has been diagnosed with cancer and is not expected to live long, she wants Bittu to be taken care of, and Prem agrees to do so. He takes Bittu home with him, while Sneh goes to America for treatment. It is here that Prem will be confronted by Bhavna on one hand, his children on the other, and a blackmailer who wants a huge sum of money to keep the truth about Sneh and Prem's affair from Bhavna and the children.",1983-01-01,0.0,tt0268169,['Anil Sharma'],['Anil Sharma'],2h 4m
Sun Meri Laila,False,Romance,307812,hi,"Wealthy industrialist Amrish Rai and his wife welcome their U.S. returned son, Vikram alias Vicky back to India. They would like him to get married to a beautiful young woman named Nisha, but Vicky is interested in another young woman, whose name is Annie, and is the daughter of an employee of Rai Industries named David.",1983-01-01,6.0,tt0373965,"['Birbal', 'Deepika Chikhalia', 'Iftekhar']",['Chander H. Bahl'],2h 23m
Romance,False,Romance,307402,hi,"British based Mr. and Mrs. Roy are thrilled when their son announces that he is going to marry a Caucasian woman. Soon they are blessed when a daughter, Sonia, is born. Tragically, their son passes away, leaving them heartbroken.  Sonia grows up under her mother's strict control and guidance, and the love of her grandparents, who encourage her to visit India, which she does. When she returns, she announces that she has met her soul-mate in Amar, who she is going to invite to Britain, where they will marry.  Description provided by Wikipedia Article: Romance (1983 film)",1983-01-01,0.0,tt0268585,"['Shammi Kapoor', 'Kumar Gaurav', 'Poonam Dhillon']",['Ramanand Sagar'],
Haadsaa,False,"Action, Thriller, Drama",303387,hi,"Asha lives in poverty with her alcoholic father in Bombay, before being sold to an impotent husband.  A series of events leads her to love.",1983-01-01,9.75,tt0356666,"['Akbar Khan', 'Ranjeeta Kaur', 'Smita Patil']",['Akbar Khan'],
Chor Police,False,"Drama, Action, Music",274714,hi,"Inspector Sunil Rana thwarts a hijacking, but instead of earning praise, he ends up suspended from the force. Depressed about the unchecked corruption in the police department, Rana seeks solace in a bottle. But when his best friend in the department is murdered, he realizes he must stand up for what is right. He may be suspended, but Rana has still sworn to uphold the law.",1983-01-01,0.0,tt0271432,['Akhtar-Ul-Iman'],['Amjad Khan'],
Pasand Apni Apni,False,"Drama, Comedy, Romance",82186,hi,"Geeta, a stage artist in Star Theatre Company, takes a ride in industrialist Sandeep Anand's car and gossip starts making rounds about their love.  Sriram, owner of Star Theatre Company, wants to take advantage of the love between Geeta and Sandeep and publicizes that their new play will be sponsored by Sandeep Anand without Sandeep's knowledge.  Sandeep goes on to investiglate the mysterious bills he gets for costumes, meets Geeta and falls in love with her.  After quite a lot of confusion, things settle down and Sandeep and Geeta finally get married.",1983-01-01,4.0,tt0158071,"['Basu Chatterjee', 'Keka Chatterjee', 'Tirth Chatterjee']",['Basu Chatterjee'],
Chatpati,False,Comedy,309114,hi,"Chatpati is a 1983 Bollywood film directed by V. Ravindra and produced by Deven Verma, starring Smita Patil and Raj Kiran in lead role. The film also has a huge supporting cast including Reema Lagoo, Sudhir Dalvi, Shreeram Lagoo, Preeti Ganguli and Jayshree T..",1983-01-07,0.0,tt0366295,"['Smita Patil', 'Raj Kiran', 'Reema Lagoo']",['V. Ravindra'],
Zara Si Zindagi,False,Drama,300316,hi,"An MA in philosophy, Raja arrives in Delhi to look for employment and comes across Kusum, a struggling stage actress. They both face hardships in order to make a living.",1983-01-07,8.0,tt0155408,['Gulzar'],['K. Balachander'],2h 29m
Masoom,False,"Drama, Family",21462,hi,"D.K. Malhotra lives a comfortable lifestyle with his wife, Indu, and two school-going daughters, Pinky and Minni. He works in the office of an Architect. One day while the family is relaxing, D.K. gets a phone call that results in him bringing home a young school-going boy by the name of Rahul. Indu is shocked to learn that Rahul is D.K.'s son from another woman, Bhavana, who is no more. D.K. does his best to make Rahul comfortable, but fails. Rahul also feels that Indu does not really like him, though Pinky and Minni have taken to him in a big way. Finally, D.K. decides to admit Rahul in a boarding school in far off Nainital. Rahul reluctantly goes along with this new-found uncle/friend. It is when Rahul is asked to put his papers together for school that Rahul finds out that D.K. is his biological father. Watch what happens when Rahul disappears from D.K.'s house, and the impact this has on D.K., Indu, and her two daughters.",1983-01-10,6.364,tt0085913,['Gulzar'],['Shekhar Kapur'],2h 45m
Mangal Pandey,False,"Crime, Drama, Action",725031,hi,"Abused by his step-mother; Rajmer, Jaipur-based young Mangal faces more trauma when his father Havaldar Rajnath Pandey is shot dead by Daku Lal Singh. He then gets separated from his sister, Deepa, is adopted by a drug-dealer, Kulbhushan, who re-names him 'Tiger'; and then joins hands with criminal don, Jaganlal. Then he gets into a confrontation with Police Inspector Vijay Shukla and ends up killing him.",1983-01-13,6.0,tt0237437,"['Anjaan', 'Kafil Azar', 'Ravi Kapoor']",['Harmesh Malhotra'],2h 16m
Himmatwala,False,"Action, Comedy, Drama",231785,hi,"A poor and wronged woman's son returns from the big city to avenge his father, a honest school teacher.",1983-01-15,4.25,tt0187150,"['Kader Khan', 'K. Raghavendra Rao']",['K. Raghavendra Rao'],2h 59m
The Ascent,False,Drama,249720,hi,"Hari Mondal(Om Puri) is a poor village farmer who lives in the remote Bengal village of Giripur in Birbhum district with his wife, two sons, brother, an old widowed aunt Kalidashi (Gita Sen)and her daughter Panchi. The movie opens in the mid sixties when the Naxalbari uprising is spreading across Bengal and oppressed farmers are being united by youths who believe in communism and a socialist republic.",1983-01-30,0.0,tt0083575,['Shama Zaidi'],['Shyam Benegal'],2h 24m
Nishaan,False,"Romance, Action, Drama, Family",476674,hi,"Diwan and Bhagail Singh kill Kanwar for his property. In the confusion that follows Kanwar's wife Laajvanti and her sons, Shankar and Ravi are separated. Shankar drifts around in search of his mother and Ravi. Ravi works for Diwan and loves his daughter Reeta. Shankar and Ravi are friends. Diwan and Bhagail Singh drive a wedge between them and have Shankar sent to jail on a false charge of theft.",1983-02-04,9.5,tt0368079,"['Rajesh Khanna', 'Jeetendra', 'Rekha']","['Surendra Mohan', 'Sikandar Khanna']",2h 11m
Taqdeer,False,"Adventure, Drama",321936,hi,"When industrialist Deewan Saheb entrusts his son Randhir with the secret location to the family treasure, excluding his son Ranveer, he inadvertently creates a deadly rivalry resulting in conspiracy, betrayal and murder. Written and directed by the filmmaker Brij, this thriller explores the depths of jealousy and greed and how they can tear a family apart. Shatrughan Sinha, Hema Malini, Zeenat Aman and Mithun Chakraborty star.",1983-02-04,10.0,tt0158259,"['Madan Joshi', 'Suhrid Kar', 'K.K. Shukla']",['Brij'],2h 5m
Nastik,False,Action,287711,hi,"Nastik is a story about an atheist named Shankar.  His childhood incident and memories have turned him into a non-believer and a thief, by profession, who is out to seek revenge for his father's death by a man with one glass eye.",1983-02-18,4.0,tt0084393,"['Sachin Bhowmick', 'Ahsan Rizvi']",['Pramod Chakravorty'],
Woh 7 Din,False,"Drama, Romance",87167,hi,"Maya, coming from poor family, is married to the affluent Dr. Anand; but she tries to commit suicide on the nuptial night. She tells Anand that she was in love with Prem whose ambition was to be a music director. He too was in love with her but thought she would not be happy as his wife. Anand tells Maya that he had married her only for his mother who was on her death bed. When the mother dies Anand wants to unite Prem and Maya but Prem says it is against Hindu culture and disappears from their life.",1983-02-23,7.0,tt0086597,"['Bhagyaraj', 'Jainendra Jain']",['Bapu'],2h 19m
The Market Place,False,"Comedy, Drama, Romance",171004,hi,"The denizens of a brothel deal with internal drama, as well as pressure from greedy land developers and an anti-sex work politician to leave town.",1983-02-25,7.1,tt0085896,"['Shama Zaidi', 'Satyadev Dubey', 'Shyam Benegal']",['Shyam Benegal'],2h 47m
Avtaar,False,Drama,258677,hi,"Avtaar Krishen lives a poor lifestyle with his wife, Radha, and two sons, Ramesh and Chander. He works in a factory and toils hard so that his sons can get the necessary education, and live a better lifestyle. He gets injured and crippled while working, but is compensated adequately by his employer, Bawaji.",1983-03-11,7.071,tt0233264,"['Mushtaq Jalili', 'Mohan Kumar']",['Mohan Kumar'],2h 30m
Godam,False,Drama,381840,hi,A teenaged girl is given to a halfwit in an arranged marriage. Her father-in-law tries to rape her on her wedding night. He's killed in the struggle and she flees.,1983-04-01,7.75,tt0309632,"['Satyadev Dubey', 'Madan Jain', 'Achyut Potdar']",['Dilip Chitre'],2h 20m
Arpan,False,"Drama, Romance, Family",109037,hi,"The Verma family consists of Mrs. Verma, the mother; Anil, the son; and a daughter named Vinnie. Anil loves Shobha, and hopes to marry her someday. While Vinnie loves Rakesh and also hopes to marry him someday too. Shobha and Rakesh both work for JK, a multi-millionaire industrialist. Anil has to goes overseas for a year to better his prospects. He promises to stay in touch with Shobha. However, after a year when Anil returns he finds that Vinnie and Rakesh have married, and is heart-broken to find that Shobha had married JK. Dejected but not beaten, he marries another girl by the name of Sona, but is unable to get Shobha out of his mind. Sona resents this, and one day follows him, and finds him in bed with none other than Shobha.",1983-04-01,4.667,tt0247936,"['Jeetendra', 'Reena Roy', 'Parveen Babi']",['J. Om Prakash'],
Andhaa Kaanoon,False,Action,196846,hi,"When his parents are killed by three men, Amar, Akbar and Anthony, Vijay teams up with a forest officer who was framed in a murder case to avenge their deaths.",1983-04-08,7.333,tt0085165,['Shoba Chandrasekhar'],['Rama Rao Tatineni'],2h 35m
Prem Tapasya,False,"Drama, Romance",819830,hi,"A man falls in love with an attractive woman, reluctant at first; she accepts his proposal for marriage. They plan to get married in secret, but he does not turn up at the wedding and she is left distressed.",1983-04-15,1.0,tt0262703,"['A. Madhukar', 'Jehan Nayyar', 'Dasari Narayana Rao']",['Dasari Narayana Rao'],2h 17m
Humse Na Jeeta Koi,False,Comedy,1097084,hi,"Sunder Singh lives with his wife, Lajwanti, and three sons, Bheema, Kishan, and Vijay, in a small town in India. His two elder sons are slackers and up to mischief and wrestling. They find they can better their lives if they buy a tractor to till the land. Lajwanti comes up with jewelery and the brothers recover the rest of the money on hold with Lala Bhagwandas, and set forth to buy a tractor. They re-locate to the city and team up with their police inspector brother Vijay. Watch as hilarious events unfold that will encompass the trio in crime, romance, and jail-time, as they try to diligently fulfill their parents' wishes.",1983-04-19,0.0,tt0243323,"['Amjad Khan', 'Randhir Kapoor', 'Raj Kiran']",['Shibu Mitra'],
Rang Birangi,False,"Comedy, Drama, Romance",54256,hi,"Sparkling comedy about a meddling friend whose attempt to rekindle the spark in his friend's relationship with his wife of seven years leads to complications to their lives, and to the lives of his secretary and her boyfriend he has not 'scripted' ... Splendid performances by Amol Palekar, Deepti Naval, Parveen Babi and Farooq Shaikh, a perfectly pitched script, witty dialogue and a plethora of aptly placed film references make this a film one can watch over and over and never fail to laugh out loud.",1983-04-23,5.2,tt0086170,"['Kamleshwar', 'Hrishikesh Mukherjee', 'Ashok Rawat']",['Hrishikesh Mukherjee'],
Lovers,False,"Comedy, Drama, Romance",800022,hi,"Viju, a Hindu Brahmin boy, falls in love with Mary, a devout Christian, when she visits Goa. Despite opposition from Mary's family, the two decide to get married.",1983-05-06,7.0,tt0155840,"['Inder Raj Anand', 'Bharathiraja']",['Bharathiraja'],
Film Hi Film,False,"Comedy, Drama, Music",563015,hi,Pran struggles to make a film with newcomers but nobody is willing to finance his flick.Many big stars of 70/80's have special appearances.,1983-05-13,0.0,tt0361617,"['Shahab Ahmed', 'Abdulla Kamal', 'Kamleshwar']",['Hiren Nag'],
Kaun? Kaisey?,False,Mystery,107233,hi,"A suspense thriller film featuring Mithun Chakraborty, Deepak Parashar and Anita Raaj in stellar roles.",1983-05-13,8.0,tt1964832,"['Neelu Arora', 'Beena Banerjee', 'Ardhendu Bose']",['Anil Ganguly'],2h 7m
Jeet Hamaari,False,Action,304269,hi,"Thakur Vikram Singh (Om Shivpuri) is informed by a museum curator that an ancestral sword donated by his father has been stolen. This is important because it bore half the location of a hidden treasure. The other half is on a sword still in Singh's possession, and he must guard it. He finds a thief, Avvtar Singh (Madan Puri) attempting to steal the sword, and stops him. Avvtar grabs Thakur's son, Mohan, and escapes. He is to exchange sword for son at the black hills, but his car is stolen by a thief, who raises Mohan as his own under the name Raju. Raju (Rajnikanth) grows up to be a car thief, and eventually encounters his family as his enemies.",1983-05-30,0.0,tt0361771,['Ram Govind'],['R. Thyagaraajan'],2h 29m
Souten,False,"Drama, Romance",192842,hi,"Shyam an ambitious young man is in Mauritius to fulfill his dreams. He meets Rukmini, a millionaire's daughter. They fall in love and get married despite strong opposition from Rukmani's stepmother and brother. Shyam would love to be a father, but Rukmani undergoes an operation to stop any pregnancy, as she is least interested in becoming a mother. This widens the gap between the couple. Rukmini even suspects Shyam of having an illicit relationship with Radha, a librarian. Rukmini's stepmother and uncle, who have an eye on Rukmini's wealth, further fuel the misunderstanding to the point of breaking their marriage.",1983-06-02,4.667,tt0348078,"['Kamleshwar', 'Vijay Kaul']",['Saawan Kumar Tak'],2h 40m
Woh Jo Hasina,False,Romance,309630,hi,"When he's framed for murder by Seth Damodardas, Radheyshyam gives his daughter Hasina to be raised by Gypsies. Years later, he must protect her again when she falls for Harish, making her a rival to Seth's daughter, who also likes the young man. When Radheyshyam discovers that Seth is planning to kill Hasina, he's faced with a threefold challenge: save his daughter, secure her happiness, and expose Seth's past and present evil deeds.",1983-07-01,0.0,tt0387692,"['Mithun Chakraborty', 'Ranjeeta Kaur', 'Pran Sikand']",['Deepak Bahry'],2h 1m
Sadma,False,"Drama, Romance",54357,hi,"A head injury causes a woman to regress to childhood. Lost and confused, she is eventually befriended by a school teacher. A Hindi remake of the 1982 film ""Moondram Pirai"" by the same team.",1983-07-08,7.308,tt0086230,"['Gulzar', 'Balu Mahendra']",['Balu Mahendra'],2h 21m
Justice Chaudhury,False,"Drama, Action, Comedy",523793,hi,"An honest and upright lawyer becomes a judge; marries his disabled daughter to a crook, and is blackmailed to compromise his judicial judgements.",1983-07-15,3.5,tt0187193,['Kader Khan'],['K. Raghavendra Rao'],2h 36m
Sookha,False,Drama,934446,hi,"Based on the Kannada novel Bara by eminent writer U. R. Ananthamurthy, the story deals with the politics of famine in Karnataka. An idealistic officer eventually succumbs to bureaucratic apathy - famine relief arrives, but too late. Simultaneously shot in Kannada as Bara, which was released in 1982.",1983-07-22,0.0,tt0246942,"['Pankaj Dheer', 'Anant Nag']",['M.S. Sathyu'],
Karate,False,"Action, Drama, Musical, Romance",315173,hi,"A scientist creates a diamond that can focus sun-rays to burn through anything. The villain, in a bid to get the diamond, kills the scientist. The scientist's karate-learning sons, Desh and Vijay, are separated from each other and their mother. Vjay grows up with his karate instructor while Desh is reared by a gypsy camp.",1983-08-05,4.8,tt0361793,"['Dinesh Thakkar', 'S.H. Bihari', 'Debanshu Mukherjee']",['Deb Mukherjee'],
Betaab,False,"Romance, Drama",251131,hi,"Sunny owns a small livestock farm and lives a poor but happy life style with his mother, Sumitra. They wanted the farm to become up to date, so Sumitra decides to make a move abroad in order to bring new equipments for the farm, leaving Sunny in the care of the farm. One day while distributing eggs and chickens, Sunny reaches up with Roma Singh and both can get into the pettiest quarrels and they soon begins to fight and Sunny offers Roma to rebuild his farm house as a part of her punishment. Both soon realize that they are childhood lovers and attempts to rebuild that love once again, both are successful in doing so and plans to get married but there love is opposed by Roma's dad, the wealthy and famous businessman, Sardar Dinesh Singh Girji, who will do anything in his power to prevent Roma and Sunny from meeting leave alone marriage.",1983-08-05,6.875,tt0254179,['Javed Akhtar'],['Rahul Rawail'],2h 42m
Naukar Biwi Ka,False,"Family, Drama, Comedy",213187,hi,"Jagirdar Bishamber Nath a wealthy man disowns his son, police inspector Amar Nath for marrying against his wishes. In the course of his duties Amar sends a notorious criminal Pinto to jail. In due course, Pinto escapes from prison and begins a vendetta which results in several deaths, children being separated from parents and the loyalty of a family driver which saves Jyoti. As the children grow up there is a peek behind the scenes of movieland in Bombay, abductions, being loved, unrequited love, broken childhood engagement, success in stardom, suicide and failure. Does Amar's daughter Jyoti find her true love? Is wealthy Bishamber Nath destined to a lonely old age?",1983-08-09,4.0,tt0232169,"['Dharmendra', 'Anita Raj', 'Reena Roy']",['Rajkumar Kohli'],
Mahaan,False,Action,206459,hi,"A lawyer goes into hiding after being falsely accused of committing a crime, while his wife gives birth to twins. Years later, fate reunites the family under difficult circumstances.  Amitabh Bachchan in his only triple role as father with twin sons.",1983-08-12,6.3,tt0085886,['Kader Khan'],['S. Ramanathan'],3h 1m
Jaane Bhi Do Yaaro,False,"Comedy, Crime",25499,hi,"Two zanies open a photography studio. They score a partnership with a gossip magazine that suddenly thrusts them into a world of corruption, murder, and hijinks.",1983-08-12,6.991,tt0085743,"['Ranjit Kapoor', 'Satish Kaushik', 'Sudhir Mishra']",['Kundan Shah'],2h 12m
Katha,False,"Comedy, Drama",183586,hi,"A modern retelling of the classic folktale about the hare and the tortoise. Rajaram P. Joshi is a middle-class Clerk living in a chawl in Bombay. He is secretly in love with his neighbor, Sandhya Karnik but is unable to disclose his love for her. Rajaram's fast-tallking friend, Bashudev comes for a visit and makes himself at home. Bashudev starts wooing Sandhya and soon her parents decide to marry Sandhya and Bashudev, much to misery of Rajaram. But on the day of the engagement, Bashudev disappears, leaving behind a devastated, and pregnant Sandhya. Will Rajaram accept Sandhya?",1983-08-16,5.2,tt0085776,"['Naseeruddin Shah', 'Farooq Shaikh', 'Deepti Naval']",['Sai Paranjpye'],
